"actaxon","acauth","taxon","auth","genus","kingdom","phylum","class","order","family","type"
"Parmotrema consors","(Nyl.) Krog & Swinscow","Parmotrema consors","(Nyl.) Krog & Swinscow","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema cooperi","(J.Steiner & Zahlbr.) Sérus.","Parmotrema cooperi","(J.Steiner & Zahlbr.) Sérus.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema coralliforme","(Hale) Hale","Parmotrema coralliforme","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema corniculans","(Nyl.) Hale","Parmotrema corniculans","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema cornigerum","Kurok.","Parmotrema cornigerum","Kurok.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema crassescens","(Stirt.) Hale","Parmotrema crassescens","(Stirt.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema crinitum","(Ach.) M.Choisy","Parmelia crinita","Ach.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema crinitum","(Ach.) M.Choisy","Parmotrema crinitum","(Ach.) M.Choisy","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema cristiferum","(Taylor) Hale","Parmelia cristifera","Taylor","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema cristiferum","(Taylor) Hale","Parmotrema cristiferum","(Taylor) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema crocoides","(Hale) Hale","Parmotrema crocoides","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema despectum","Kurok.","Parmotrema despectum","Kurok.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema diffractaicum","(Essl.) Hale","Parmotrema diffractaicum","(Essl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema dilatatum","(Vain.) Hale","Parmelia dilatata","Vain.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema dilatatum","(Vain.) Hale","Parmotrema dilatatum","(Vain.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema disparile","(Nyl.) Hale","Parmotrema disparile","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema dominicanum","(Vainio) Hale","Parmelia dominicana","Vainio","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema dominicanum","(Vainio) Hale","Parmotrema dominicanum","(Vainio) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema eciliatum","(Nyl.) Hale","Parmotrema eciliatum","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema endosulphureum","(Hillm.) Hale","Parmelia endosulphurea","(Hillm.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema endosulphureum","(Hillm.) Hale","Parmotrema endosulphureum","(Hillm.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema erasmium","(Hale) Hale","Parmotrema erasmium","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema eurysacum","(Hue) Hale","Parmelia eurysaca","Hue","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema eurysacum","(Hue) Hale","Parmotrema eurysacum","(Hue) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema flavescens","(Kremp.) Hale","Parmotrema flavescens","(Kremp.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema fractum","(Hale) Hale","Parmotrema fractum","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema gardneri","(C.W.Dodge) Sérus.","Parmotrema gardneri","(C.W.Dodge) Sérus.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema grayanum","(Hue) Hale","Parmotrema grayanum","(Hue) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hababianum","(Gyelnik) Hale","Parmotrema hababianum","(Gyelnik) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema haitiense","(Hale) Hale","Parmotrema haitiense","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema haitiense","(Hale) Hale","Rimeliella haitiensis","(Hale) Elix","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hawaiiense","(H.Magn.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmelia hawaiiensis","H.Magn.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hawaiiense","(H.Magn.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema hawaiiense","(H.Magn.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema herrei","(Zahlbr.) A.A.Spielm. & Marcelli","Parmotrema herrei","(Zahlbr.) A.A.Spielm. & Marcelli","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hypoleucinum","(Steiner) Hale","Parmotrema hypoleucinum","(Steiner) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hypotropum","(Nyl.) Hale","Parmelia hypotropa","Nyl.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema hypotropum","(Nyl.) Hale","Parmotrema hypotropum","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema indicum","Hale","Parmotrema indicum","Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema internexum","(Nyl.) Hale","Parmelia internexa","Nyl.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema internexum","(Nyl.) Hale","Parmotrema internexum","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema latissimum","(Fée) Hale, 1974","Parmelia latissima","Fée","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema latissimum","(Fée) Hale, 1974","Parmotrema latissimum","(Fée) Hale, 1974","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema leonis","(Krog & Swinscow) Krog & Swinscow","Parmotrema leonis","(Krog & Swinscow) Krog & Swinscow","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema lobuliferum","(C.H.Ribeiro & Marcelli) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema lobuliferum","(C.H.Ribeiro & Marcelli) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema louisianae","(Hale) Hale","Parmotrema louisianae","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema madagascariaceum","(Hue) Hale","Parmotrema madagascariaceum","(Hue) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema margaritatum","(Hue) Hale","Parmelia margaritata","Hue","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema margaritatum","(Hue) Hale","Parmotrema margaritatum","(Hue) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema maximum","(Hue) A.A.Spielm. & Marcelli","Parmelia maxima","Hue","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema maximum","(Hue) A.A.Spielm. & Marcelli","Parmotrema maximum","(Hue) A.A.Spielm. & Marcelli","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mellissii","(C.W.Dodge) Hale","Parmelia mellissii","C.W.Dodge","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mellissii","(C.W.Dodge) Hale","Parmotrema mellissii","(C.W.Dodge) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mesogenes","(Nyl.) Hale","Parmotrema mesogenes","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mesotropum","(Müll.Arg.) Hale","Parmotrema mesotropum","(Müll.Arg.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mirandum","(Hale) Hale","Parmotrema mirandum","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema mordenii","(Hale) Hale","Parmotrema mordenii","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema muelleri","(Vain.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema muelleri","(Vain.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema myelochroum","(Hale) Hale","Parmotrema myelochroum","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema neodiffractaicum","Egan","Parmotrema neodiffractaicum","Egan","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema neotropicum","Kurok.","Canomaculina neotropica","(Kurok.) Elix","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema neotropicum","Kurok.","Parmotrema neotropicum","Kurok.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema overeemii","(Zahlbr.) Elix","Parmotrema overeemii","(Zahlbr.) Elix","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema parahypotropum","(W.L.Culb.) Hale","Parmotrema parahypotropum","(W.L.Culb.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema paulense","(Zahlbr.) Hale","Parmotrema paulense","(Zahlbr.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema peralbidum","(Hale) Hale","Parmotrema peralbidum","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perforatum","(Jacq.) A.Massal.","Parmelia erecta","Berry","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perforatum","(Jacq.) A.Massal.","Parmelia perforata","(Jacq.) Ach.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perforatum","(Jacq.) A.Massal.","Parmotrema perforatum","(Jacq.) A.Massal.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perlatum","(Huds.) M.Choisy","Parmelia perlata","(Huds.) Ach.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perlatum","(Huds.) M.Choisy","Parmelia perlata var. ciliata","(DC.) Duby","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perlatum","(Huds.) M.Choisy","Parmelia trichotera","Hue","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema perlatum","(Huds.) M.Choisy","Parmotrema perlatum","(Huds.) M.Choisy","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema permaculatum","(Hale) Kurok.","Parmotrema permaculatum","(Hale) Kurok.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema permutatum","(Stirt.) Hale","Parmotrema permutatum","(Stirt.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema praesorediosum","(Nyl.) Hale","Parmelia praesorediosa","Nyl.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema praesorediosum","(Nyl.) Hale","Parmotrema praesorediosum","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema preperforatum","(Culb.) Hale","Parmotrema preperforatum","(Culb.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema pseudocrinitum","(des Abb.) Hale","Parmotrema pseudocrinitum","(des Abb.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema pseudoreticulatum","(Tav.) Hale","Parmotrema pseudoreticulatum","(Tav.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema ramescens","(Zahlbr.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema ramescens","(Zahlbr.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema rampoddense","(Nyl.) Hale","Parmelia rampoddensis","Nyl.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema rampoddense","(Nyl.) Hale","Parmotrema rampoddense","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reparatum","(Stirt.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema reparatum","(Stirt.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reticulatum","(Taylor) M.Choisy","Parmelia leucosemotheta","Hue","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reticulatum","(Taylor) M.Choisy","Parmelia reticulata","Taylor","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reticulatum","(Taylor) M.Choisy","Parmotrema leucosemothetum","(Hue) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reticulatum","(Taylor) M.Choisy","Parmotrema reticulatum","(Taylor) M.Choisy","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema reticulatum","(Taylor) M.Choisy","Rimelia reticulata","(Taylor) Hale & A.Fletcher","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema robustum","(Degel.) Hale","Parmelia robusta","Degel.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema robustum","(Degel.) Hale","Parmotrema robustum","(Degel.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema rubifaciens","(Hale) Hale","Parmotrema rubifaciens","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema ruminatum","(Zahlbr.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmelia ruminata","Zahlbr.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema ruminatum","(Zahlbr.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema ruminatum","(Zahlbr.) O.Blanco, A.Crespo, Divakar, Elix & Lumbsch","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema saccatilobum","(Taylor) Hale","Parmotrema saccatilobum","(Taylor) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema sancti-angeli","(Lynge) Hale","Parmotrema sancti-angeli","(Lynge) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema simulans","(Hale)","Parmotrema simulans","(Hale)","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema stuppeum","(Taylor) Hale","Parmelia stuppea","Taylor","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema stuppeum","(Taylor) Hale","Parmotrema stuppeum","(Taylor) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subcaperatum","(Kremp.) Hale","Parmotrema subcaperatum","(Kremp.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subcorallinum","(Hale) Hale","Parmotrema subcorallinum","(Hale) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema submarginale","(Michx.) DePriest & B.Hale","Parmelia epiclada","Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema submarginale","(Michx.) DePriest & B.Hale","Parmelia michauxiana","Zahlbr.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema submarginale","(Michx.) DePriest & B.Hale","Parmotrema michauxianum","(Zahlbr.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema submarginale","(Michx.) DePriest & B.Hale","Parmotrema submarginale","(Michx.) DePriest & B.Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subrigidum","Egan","Parmotrema subrigidum","Egan","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subrugatum","(Kremp.) Hale","Parmotrema subrugatum","(Kremp.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subsumptum","(Nyl.) Hale","Parmotrema subsumptum","(Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subtinctorium","(Zahlbr.) Hale","Canomaculina subtinctoria","(Zahlbr.) Elix","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subtinctorium","(Zahlbr.) Hale","Parmelia subtinctoria","Zahlbr.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subtinctorium","(Zahlbr.) Hale","Parmotrema subtinctorium","(Zahlbr.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema subtinctorium","(Zahlbr.) Hale","Rimeliella subtinctoria","(Zahlbr.) Kurok.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema sulphuratum","(Nees & Flot.) Hale","Parmelia sulphurata","Nees & Flot.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema sulphuratum","(Nees & Flot.) Hale","Parmotrema sulphuratum","(Nees & Flot.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema tinctorium","(Despreaux ex Nylander) Hale","Parmotrema tinctorium","(Despreaux ex Nylander) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema tinctorum","(Despr. ex Nyl.) Hale","Parmelia tinctorum","Despr. ex Nyl.","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema tinctorum","(Despr. ex Nyl.) Hale","Parmotrema chinense","(Osbeck) Hale & Ahti","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
"Parmotrema tinctorum","(Despr. ex Nyl.) Hale","Parmotrema tinctorum","(Despr. ex Nyl.) Hale","Parmotrema","Fungi","Ascomycota","Lecanoromycetes","Lecanorales","Parmeliaceae","lichen"
